sequence,author
"['Thompson', 'he--ï¿½\n', '\n', 'ï¿½Patent-right!ï¿½', 'says', 'he.', 'ï¿½I', 'never', 'see', 'such', 'an', 'idiot.', 'Why,', 'a', 'crusade', 'is', 'a\n', 'kind', 'of', 'war.ï¿½\n', '\n', 'I', 'thought', 'he', 'must']",MarkTwain
"['be', 'losing', 'his', 'mind.', 'But', 'no,', 'he', 'was', 'in', 'real', 'earnest,\n', 'and', 'went', 'right', 'on,', 'perfectly', ""ca'm.\n"", '\n', 'ï¿½A', 'crusade', 'is', 'a', 'war', 'to', 'recover']",MarkTwain
"['the', 'Holy', 'Land', 'from', 'the', 'paynim.ï¿½\n', '\n', 'ï¿½Which', 'Holy', 'Land?ï¿½\n', '\n', 'ï¿½Why,', 'the', 'Holy', 'Land--there', ""ain't"", 'but', 'one.ï¿½\n', '\n', 'ï¿½What', 'do', 'we', 'want', 'of', 'it?ï¿½\n']",MarkTwain
"['\n', 'ï¿½Why,', ""can't"", 'you', 'understand?', ""It's"", 'in', 'the', 'hands', 'of', 'the', 'paynim,', 'and', ""it's\n"", 'our', 'duty', 'to', 'take', 'it', 'away', 'from', 'them.ï¿½\n', '\n', 'ï¿½How', 'did']",MarkTwain
"['we', 'come', 'to', 'let', 'them', 'git', 'hold', 'of', 'it?ï¿½\n', '\n', 'ï¿½We', ""didn't"", 'come', 'to', 'let', 'them', 'git', 'hold', 'of', 'it.', 'They', 'always', 'had', 'it.ï¿½\n', '\n']",MarkTwain
"['ï¿½Why,', 'Tom,', 'then', 'it', 'must', 'belong', 'to', 'them,', ""don't"", 'it?ï¿½\n', '\n', 'ï¿½Why', 'of', 'course', 'it', 'does.', 'Who', 'said', 'it', ""didn't?ï¿½\n"", '\n', 'I', 'studied', 'over', 'it,']",MarkTwain
"['but', ""couldn't"", 'seem', 'to', 'git', 'at', 'the', 'right', 'of', 'it,', 'no', 'way.\n', 'I', 'says:\n', '\n', ""ï¿½It's"", 'too', 'many', 'for', 'me,', 'Tom', 'Sawyer.', 'If', 'I', 'had']",MarkTwain
"['a', 'farm', 'and', 'it', 'was', 'mine,', 'and\n', 'another', 'person', 'wanted', 'it,', 'would', 'it', 'be', 'right', 'for', 'him', 'to--ï¿½\n', '\n', 'ï¿½Oh,', 'shucks!', 'you', ""don't"", 'know', 'enough']",MarkTwain
"['to', 'come', 'in', 'when', 'it', 'rains,', 'Huck', 'Finn.\n', 'It', ""ain't"", 'a', 'farm,', ""it's"", 'entirely', 'different.', 'You', 'see,', ""it's"", 'like', 'this.', 'They\n', 'own', 'the', 'land,', 'just']",MarkTwain
"['the', 'mere', 'land,', 'and', ""that's"", 'all', 'they', 'DO', 'own;', 'but', 'it\n', 'was', 'our', 'folks,', 'our', 'Jews', 'and', 'Christians,', 'that', 'made', 'it', 'holy,', 'and', 'so', 'they\n']",MarkTwain
"[""haven't"", 'any', 'business', 'to', 'be', 'there', 'defiling', 'it.', ""It's"", 'a', 'shame,', 'and', 'we', 'ought\n', 'not', 'to', 'stand', 'it', 'a', 'minute.', 'We', 'ought', 'to', 'march', 'against']",MarkTwain
"['them', 'and', 'take', 'it\n', 'away', 'from', 'them.ï¿½\n', '\n', 'ï¿½Why,', 'it', 'does', 'seem', 'to', 'me', ""it's"", 'the', 'most', 'mixed-up', 'thing', 'I', 'ever', 'see!', 'Now,\n', 'if', 'I']",MarkTwain
"['had', 'a', 'farm', 'and', 'another', 'person--ï¿½\n', '\n', ""ï¿½Don't"", 'I', 'tell', 'you', 'it', ""hasn't"", 'got', 'anything', 'to', 'do', 'with', 'farming?', 'Farming', 'is\n', 'business,', 'just', 'common', 'low-down']",MarkTwain
"['business:', ""that's"", 'all', 'it', 'is,', ""it's"", 'all\n', 'you', 'can', 'say', 'for', 'it;', 'but', 'this', 'is', 'higher,', 'this', 'is', 'religious,', 'and', 'totally\n', 'different.ï¿½\n', '\n', 'ï¿½Religious', 'to']",MarkTwain
"['go', 'and', 'take', 'the', 'land', 'away', 'from', 'people', 'that', 'owns', 'it?ï¿½\n', '\n', 'ï¿½Certainly;', ""it's"", 'always', 'been', 'considered', 'so.ï¿½\n', '\n', 'Jim', 'he', 'shook', 'his', 'head,', 'and']",MarkTwain
"['says:\n', '\n', 'ï¿½Mars', 'Tom,', 'I', 'reckon', ""dey's"", 'a', 'mistake', 'about', 'it', 'somers--dey', ""mos'"", 'sholy', 'is.\n', ""I's"", 'religious', 'myself,', 'en', 'I', 'knows', 'plenty', 'religious', 'people,', 'but']",MarkTwain
"['I', ""hain't\n"", 'run', 'across', 'none', 'dat', 'acts', 'like', 'dat.ï¿½\n', '\n', 'It', 'made', 'Tom', 'hot,', 'and', 'he', 'says:\n', '\n', 'ï¿½Well,', ""it's"", 'enough', 'to', 'make', 'a', 'body']",MarkTwain
"['sick,', 'such', 'mullet-headed', 'ignorance!', 'If\n', 'either', 'of', ""you'd"", 'read', 'anything', 'about', 'history,', ""you'd"", 'know', 'that', 'Richard', 'Cur\n', 'de', 'Loon,', 'and', 'the', 'Pope,', 'and', 'Godfrey', 'de']",MarkTwain
"['Bulleyn,', 'and', 'lots', 'more', 'of', 'the', 'most\n', 'noble-hearted', 'and', 'pious', 'people', 'in', 'the', 'world,', 'hacked', 'and', 'hammered', 'at', 'the\n', 'paynims', 'for', 'more', 'than', 'two', 'hundred']",MarkTwain
"['years', 'trying', 'to', 'take', 'their', 'land', 'away\n', 'from', 'them,', 'and', 'swum', 'neck-deep', 'in', 'blood', 'the', 'whole', 'time--and', 'yet', ""here's\n"", 'a', 'couple', 'of', 'sap-headed', 'country', 'yahoos']",MarkTwain
"['out', 'in', 'the', 'backwoods', 'of', 'Missouri\n', 'setting', 'themselves', 'up', 'to', 'know', 'more', 'about', 'the', 'rights', 'and', 'wrongs', 'of', 'it\n', 'than', 'they', 'did!', 'Talk', 'about', 'cheek!ï¿½\n']",MarkTwain
"['\n', 'Well,', 'of', 'course,', 'that', 'put', 'a', 'more', 'different', 'light', 'on', 'it,', 'and', 'me', 'and\n', 'Jim', 'felt', 'pretty', 'cheap', 'and', 'ignorant,', 'and', 'wished', 'we', ""hadn't""]",MarkTwain
"['been', 'quite', 'so\n', 'chipper.', 'I', ""couldn't"", 'say', 'nothing,', 'and', 'Jim', 'he', ""couldn't"", 'for', 'a', 'while;', 'then\n', 'he', 'says:\n', '\n', 'ï¿½Well,', 'den,', 'I', 'reckon', ""it's"", 'all']",MarkTwain
"['right;', ""beca'se"", 'ef', 'dey', ""didn't"", 'know,', 'dey\n', ""ain't"", 'no', 'use', 'for', ""po'"", 'ignorant', 'folks', 'like', 'us', 'to', 'be', 'trying', 'to', 'know;', 'en', 'so,\n', 'ef', ""it's""]",MarkTwain
"['our', 'duty,', 'we', 'got', 'to', 'go', 'en', 'tackle', 'it', 'en', 'do', 'de', ""bes'"", 'we', 'can.', 'Same\n', 'time,', 'I', 'feel', 'as', 'sorry', 'for', 'dem', 'paynims', 'as']",MarkTwain
"['Mars', 'Tom.', 'De', 'hard', 'part', 'gwine\n', 'to', 'be', 'to', 'kill', 'folks', 'dat', 'a', 'body', ""hain't"", 'been', ""'quainted"", 'wid', 'and', 'dat', ""hain't\n"", 'done', 'him', 'no', 'harm.']",MarkTwain
"[""Dat's"", 'it,', 'you', 'see.', 'Ef', 'we', 'wuz', 'to', 'go', ""'mongst"", ""'em,"", 'jist\n', 'we', 'three,', 'en', 'say', ""we's"", 'hungry,', 'en', 'ast', ""'em"", 'for', 'a', 'bite', 'to']",MarkTwain
"['eat,', 'why,', 'maybe\n', ""dey's"", 'jist', 'like', 'yuther', 'people.', ""Don't"", 'you', 'reckon', 'dey', 'is?', 'Why,', ""DEY'D"", 'give\n', 'it,', 'I', 'know', 'dey', 'would,', 'en', 'den--ï¿½\n', '\n', 'ï¿½Then']",MarkTwain
"['what?ï¿½\n', '\n', 'ï¿½Well,', 'Mars', 'Tom,', 'my', 'idea', 'is', 'like', 'dis.', 'It', ""ain't"", 'no', 'use,', 'we', ""CAN'T"", 'kill\n', 'dem', ""po'"", 'strangers', 'dat', ""ain't"", ""doin'"", 'us', 'no']",MarkTwain
"['harm,', 'till', ""we've"", 'had', 'practice--I\n', 'knows', 'it', 'perfectly', 'well,', 'Mars', ""Tom--'deed"", 'I', 'knows', 'it', 'perfectly', 'well.', 'But\n', 'ef', 'we', 'takes', ""a'"", 'axe', 'or', 'two,', 'jist']",MarkTwain
"['you', 'en', 'me', 'en', 'Huck,', 'en', 'slips', 'acrost', 'de\n', 'river', 'to-night', 'arter', 'de', ""moon's"", 'gone', 'down,', 'en', 'kills', 'dat', 'sick', ""fam'ly"", ""dat's\n"", 'over', 'on', 'the']",MarkTwain
"['Sny,', 'en', 'burns', 'dey', 'house', 'down,', 'en--ï¿½\n', '\n', 'ï¿½Oh,', 'you', 'make', 'me', 'tired!ï¿½', 'says', 'Tom.', 'ï¿½I', ""don't"", 'want', 'to', 'argue', 'any', 'more', 'with\n', 'people', 'like']",MarkTwain
"['you', 'and', 'Huck', 'Finn,', ""that's"", 'always', 'wandering', 'from', 'the', 'subject,\n', 'and', ""ain't"", 'got', 'any', 'more', 'sense', 'than', 'to', 'try', 'to', 'reason', 'out', 'a', 'thing', ""that's\n""]",MarkTwain
"['pure', 'theology', 'by', 'the', 'laws', 'that', 'protect', 'real', 'estate!ï¿½\n', '\n', 'Now', ""that's"", 'just', 'where', 'Tom', 'Sawyer', ""warn't"", 'fair.', 'Jim', ""didn't"", 'mean', 'no', 'harm,\n', 'and', 'I']",MarkTwain
"[""didn't"", 'mean', 'no', 'harm.', 'We', 'knowed', 'well', 'enough', 'that', 'he', 'was', 'right', 'and\n', 'we', 'was', 'wrong,', 'and', 'all', 'we', 'was', 'after', 'was', 'to', 'get', 'at']",MarkTwain
"['the', 'HOW', 'of', 'it,', 'and\n', 'that', 'was', 'all;', 'and', 'the', 'only', 'reason', 'he', ""couldn't"", 'explain', 'it', 'so', 'we', 'could\n', 'understand', 'it', 'was', 'because', 'we', 'was']",MarkTwain
"['ignorant--yes,', 'and', 'pretty', 'dull,', 'too,', 'I\n', ""ain't"", 'denying', 'that;', 'but,', 'land!', 'that', ""ain't"", 'no', 'crime,', 'I', 'should', 'think.\n', '\n', 'But', 'he', ""wouldn't"", 'hear', 'no', 'more']",MarkTwain
"['about', 'it--just', 'said', 'if', 'we', 'had', 'tackled', 'the\n', 'thing', 'in', 'the', 'proper', 'spirit,', 'he', 'would', ""'a'"", 'raised', 'a', 'couple', 'of', 'thousand\n', 'knights', 'and', 'put', 'them']",MarkTwain
"['in', 'steel', 'armor', 'from', 'head', 'to', 'heel,', 'and', 'made', 'me', 'a\n', 'lieutenant', 'and', 'Jim', 'a', 'sutler,', 'and', 'took', 'the', 'command', 'himself', 'and', 'brushed\n', 'the', 'whole']",MarkTwain
"['paynim', 'outfit', 'into', 'the', 'sea', 'like', 'flies', 'and', 'come', 'back', 'across', 'the\n', 'world', 'in', 'a', 'glory', 'like', 'sunset.', 'But', 'he', 'said', 'we', ""didn't"", 'know', 'enough']",MarkTwain
"['to', 'take\n', 'the', 'chance', 'when', 'we', 'had', 'it,', 'and', 'he', ""wouldn't"", 'ever', 'offer', 'it', 'again.', 'And', 'he\n', ""didn't."", 'When', 'he', 'once', 'got', 'set,', 'you', ""couldn't""]",MarkTwain
"['budge', 'him.\n', '\n', 'But', 'I', ""didn't"", 'care', 'much.', 'I', 'am', 'peaceable,', 'and', ""don't"", 'get', 'up', 'rows', 'with\n', 'people', 'that', ""ain't"", 'doing', 'nothing', 'to', 'me.', 'I']",MarkTwain
"['allowed', 'if', 'the', 'paynim', 'was\n', 'satisfied', 'I', 'was,', 'and', 'we', 'would', 'let', 'it', 'stand', 'at', 'that.\n', '\n', 'Now', 'Tom', 'he', 'got', 'all', 'that', 'notion', 'out']",MarkTwain
"['of', 'Walter', ""Scott's"", 'book,', 'which', 'he', 'was\n', 'always', 'reading.', 'And', 'it', 'WAS', 'a', 'wild', 'notion,', 'because', 'in', 'my', 'opinion', 'he', 'never\n', ""could've"", 'raised', 'the', 'men,']",MarkTwain
"['and', 'if', 'he', 'did,', 'as', 'like', 'as', 'not', 'he', ""would've"", 'got\n', 'licked.', 'I', 'took', 'the', 'book', 'and', 'read', 'all', 'about', 'it,', 'and', 'as', 'near', 'as']",MarkTwain
"['I', 'could\n', 'make', 'it', 'out,', 'most', 'of', 'the', 'folks', 'that', 'shook', 'farming', 'to', 'go', 'crusading', 'had', 'a\n', 'mighty', 'rocky', 'time', 'of', 'it.\n', '\n', '\n', '\n']",MarkTwain
"['CHAPTER', 'II.', 'THE', 'BALLOON', 'ASCENSION\n', '\n', 'WELL,', 'Tom', 'got', 'up', 'one', 'thing', 'after', 'another,', 'but', 'they', 'all', 'had', 'tender', 'spots\n', 'about', ""'em"", 'somewheres,', 'and', 'he']",MarkTwain
"['had', 'to', 'shove', ""'em"", 'aside.', 'So', 'at', 'last', 'he', 'was\n', 'about', 'in', 'despair.', 'Then', 'the', 'St.', 'Louis', 'papers', 'begun', 'to', 'talk', 'a', 'good', 'deal\n', 'about']",MarkTwain
"['the', 'balloon', 'that', 'was', 'going', 'to', 'sail', 'to', 'Europe,', 'and', 'Tom', 'sort', 'of\n', 'thought', 'he', 'wanted', 'to', 'go', 'down', 'and', 'see', 'what', 'it', 'looked', 'like,']",MarkTwain
"['but', ""couldn't\n"", 'make', 'up', 'his', 'mind.', 'But', 'the', 'papers', 'went', 'on', 'talking,', 'and', 'so', 'he', 'allowed\n', 'that', 'maybe', 'if', 'he', ""didn't"", 'go', 'he', ""mightn't"", 'ever']",MarkTwain
"['have', 'another', 'chance', 'to', 'see\n', 'a', 'balloon;', 'and', 'next,', 'he', 'found', 'out', 'that', 'Nat', 'Parsons', 'was', 'going', 'down', 'to', 'see\n', 'it,', 'and', 'that', 'decided', 'him,']",MarkTwain
"['of', 'course.', 'He', ""wasn't"", 'going', 'to', 'have', 'Nat', 'Parsons\n', 'coming', 'back', 'bragging', 'about', 'seeing', 'the', 'balloon,', 'and', 'him', 'having', 'to', 'listen\n', 'to', 'it', 'and', 'keep']",MarkTwain
"['quiet.', 'So', 'he', 'wanted', 'me', 'and', 'Jim', 'to', 'go', 'too,', 'and', 'we', 'went.\n', '\n', 'It', 'was', 'a', 'noble', 'big', 'balloon,', 'and', 'had', 'wings', 'and', 'fans']",MarkTwain
"['and', 'all', 'sorts', 'of\n', 'things,', 'and', ""wasn't"", 'like', 'any', 'balloon', 'you', 'see', 'in', 'pictures.', 'It', 'was', 'away', 'out\n', 'toward', 'the', 'edge', 'of', 'town,', 'in', 'a']",MarkTwain
"['vacant', 'lot,', 'corner', 'of', 'Twelfth', 'street;', 'and\n', 'there', 'was', 'a', 'big', 'crowd', 'around', 'it,', 'making', 'fun', 'of', 'it,', 'and', 'making', 'fun', 'of', 'the\n', 'man,--a', 'lean']",MarkTwain
"['pale', 'feller', 'with', 'that', 'soft', 'kind', 'of', 'moonlight', 'in', 'his', 'eyes,\n', 'you', 'know,--and', 'they', 'kept', 'saying', 'it', ""wouldn't"", 'go.', 'It', 'made', 'him', 'hot', 'to', 'hear\n']",MarkTwain
"['them,', 'and', 'he', 'would', 'turn', 'on', 'them', 'and', 'shake', 'his', 'fist', 'and', 'say', 'they', 'was\n', 'animals', 'and', 'blind,', 'but', 'some', 'day', 'they', 'would', 'find', 'they']",MarkTwain
"['had', 'stood', 'face', 'to\n', 'face', 'with', 'one', 'of', 'the', 'men', 'that', 'lifts', 'up', 'nations', 'and', 'makes', 'civilizations,\n', 'and', 'was', 'too', 'dull', 'to', 'know', 'it;', 'and']",MarkTwain
"['right', 'here', 'on', 'this', 'spot', 'their', 'own\n', 'children', 'and', 'grandchildren', 'would', 'build', 'a', 'monument', 'to', 'him', 'that', 'would\n', 'outlast', 'a', 'thousand', 'years,', 'but', 'his', 'name']",MarkTwain
"['would', 'outlast', 'the', 'monument.', 'And\n', 'then', 'the', 'crowd', 'would', 'burst', 'out', 'in', 'a', 'laugh', 'again,', 'and', 'yell', 'at', 'him,', 'and\n', 'ask', 'him', 'what', 'was', 'his']",MarkTwain
"['name', 'before', 'he', 'was', 'married,', 'and', 'what', 'he', 'would', 'take\n', 'to', 'not', 'do', 'it,', 'and', 'what', 'was', 'his', ""sister's"", ""cat's"", ""grandmother's"", 'name,', 'and\n', 'all', 'the']",MarkTwain
"['things', 'that', 'a', 'crowd', 'says', 'when', ""they've"", 'got', 'hold', 'of', 'a', 'feller', 'that\n', 'they', 'see', 'they', 'can', 'plague.', 'Well,', 'some', 'things', 'they', 'said', 'WAS', 'funny,--yes,\n']",MarkTwain
"['and', 'mighty', 'witty', 'too,', 'I', ""ain't"", 'denying', 'that,--but', 'all', 'the', 'same', 'it', ""warn't\n"", 'fair', 'nor', 'brave,', 'all', 'them', 'people', 'pitching', 'on', 'one,', 'and', 'they', 'so']",MarkTwain
"['glib', 'and\n', 'sharp,', 'and', 'him', 'without', 'any', 'gift', 'of', 'talk', 'to', 'answer', 'back', 'with.', 'But,', 'good\n', 'land!', 'what', 'did', 'he', 'want', 'to', 'sass', 'back', 'for?']",MarkTwain
"['You', 'see,', 'it', ""couldn't"", 'do', 'him', 'no\n', 'good,', 'and', 'it', 'was', 'just', 'nuts', 'for', 'them.', 'They', 'HAD', 'him,', 'you', 'know.', 'But', 'that\n', 'was', 'his', 'way.']",MarkTwain
"['I', 'reckon', 'he', ""couldn't"", 'help', 'it;', 'he', 'was', 'made', 'so,', 'I', 'judge.', 'He\n', 'was', 'a', 'good', 'enough', 'sort', 'of', 'cretur,', 'and', ""hadn't"", 'no', 'harm', 'in']",MarkTwain
"['him,', 'and', 'was\n', 'just', 'a', 'genius,', 'as', 'the', 'papers', 'said,', 'which', ""wasn't"", 'his', 'fault.', 'We', ""can't"", 'all\n', 'be', 'sound:', ""we've"", 'got', 'to', 'be', 'the', 'way']",MarkTwain
"[""we're"", 'made.', 'As', 'near', 'as', 'I', 'can', 'make', 'out,\n', 'geniuses', 'think', 'they', 'know', 'it', 'all,', 'and', 'so', 'they', ""won't"", 'take', ""people's"", 'advice,\n', 'but', 'always', 'go']",MarkTwain
"['their', 'own', 'way,', 'which', 'makes', 'everybody', 'forsake', 'them', 'and\n', 'despise', 'them,', 'and', 'that', 'is', 'perfectly', 'natural.', 'If', 'they', 'was', 'humbler,', 'and\n', 'listened', 'and', 'tried', 'to']",MarkTwain
"['learn,', 'it', 'would', 'be', 'better', 'for', 'them.\n', '\n', 'The', 'part', 'the', 'professor', 'was', 'in', 'was', 'like', 'a', 'boat,', 'and', 'was', 'big', 'and', 'roomy,\n', 'and', 'had']",MarkTwain
"['water-tight', 'lockers', 'around', 'the', 'inside', 'to', 'keep', 'all', 'sorts', 'of\n', 'things', 'in,', 'and', 'a', 'body', 'could', 'sit', 'on', 'them,', 'and', 'make', 'beds', 'on', 'them,', 'too.\n']",MarkTwain
"['We', 'went', 'aboard,', 'and', 'there', 'was', 'twenty', 'people', 'there,', 'snooping', 'around\n', 'and', 'examining,', 'and', 'old', 'Nat', 'Parsons', 'was', 'there,', 'too.', 'The', 'professor', 'kept\n', 'fussing', 'around']",MarkTwain
"['getting', 'ready,', 'and', 'the', 'people', 'went', 'ashore,', 'drifting', 'out\n', 'one', 'at', 'a', 'time,', 'and', 'old', 'Nat', 'he', 'was', 'the', 'last.', 'Of', 'course', 'it', ""wouldn't"", 'do']",MarkTwain
"['to\n', 'let', 'him', 'go', 'out', 'behind', 'US.', 'We', ""mustn't"", 'budge', 'till', 'he', 'was', 'gone,', 'so', 'we', 'could\n', 'be', 'last', 'ourselves.\n', '\n', 'But', 'he', 'was', 'gone']",MarkTwain
"['now,', 'so', 'it', 'was', 'time', 'for', 'us', 'to', 'follow.', 'I', 'heard', 'a', 'big\n', 'shout,', 'and', 'turned', 'around--the', 'city', 'was', 'dropping', 'from', 'under', 'us', 'like', 'a\n']",MarkTwain
"['shot!', 'It', 'made', 'me', 'sick', 'all', 'through,', 'I', 'was', 'so', 'scared.', 'Jim', 'turned', 'gray', 'and\n', ""couldn't"", 'say', 'a', 'word,', 'and', 'Tom', ""didn't"", 'say', 'nothing,', 'but']",MarkTwain
"['looked', 'excited.', 'The\n', 'city', 'went', 'on', 'dropping', 'down,', 'and', 'down,', 'and', 'down;', 'but', 'we', ""didn't"", 'seem', 'to', 'be\n', 'doing', 'nothing', 'but', 'just', 'hang', 'in', 'the']",MarkTwain
"['air', 'and', 'stand', 'still.', 'The', 'houses', 'got\n', 'smaller', 'and', 'smaller,', 'and', 'the', 'city', 'pulled', 'itself', 'together,', 'closer\n', 'and', 'closer,', 'and', 'the', 'men', 'and', 'wagons', 'got']",MarkTwain
"['to', 'looking', 'like', 'ants', 'and', 'bugs\n', 'crawling', 'around,', 'and', 'the', 'streets', 'like', 'threads', 'and', 'cracks;', 'and', 'then', 'it\n', 'all', 'kind', 'of', 'melted', 'together,', 'and', 'there']",MarkTwain
"[""wasn't"", 'any', 'city', 'any', 'more', 'it', 'was\n', 'only', 'a', 'big', 'scar', 'on', 'the', 'earth,', 'and', 'it', 'seemed', 'to', 'me', 'a', 'body', 'could', 'see', 'up\n', 'the']",MarkTwain
"['river', 'and', 'down', 'the', 'river', 'about', 'a', 'thousand', 'miles,', 'though', 'of', 'course', 'it\n', ""wasn't"", 'so', 'much.', 'By', 'and', 'by', 'the', 'earth', 'was', 'a', 'ball--just', 'a']",MarkTwain
"['round', 'ball,', 'of\n', 'a', 'dull', 'color,', 'with', 'shiny', 'stripes', 'wriggling', 'and', 'winding', 'around', 'over', 'it,\n', 'which', 'was', 'rivers.', 'The', 'Widder', 'Douglas', 'always', 'told', 'me', 'the']",MarkTwain
"['earth', 'was', 'round\n', 'like', 'a', 'ball,', 'but', 'I', 'never', 'took', 'any', 'stock', 'in', 'a', 'lot', 'of', 'them', 'superstitions\n', ""o'"", 'hers,', 'and', 'of', 'course', 'I', 'paid']",MarkTwain
"['no', 'attention', 'to', 'that', 'one,', 'because', 'I', 'could\n', 'see', 'myself', 'that', 'the', 'world', 'was', 'the', 'shape', 'of', 'a', 'plate,', 'and', 'flat.', 'I', 'used\n', 'to', 'go']",MarkTwain
"['up', 'on', 'the', 'hill,', 'and', 'take', 'a', 'look', 'around', 'and', 'prove', 'it', 'for', 'myself,\n', 'because', 'I', 'reckon', 'the', 'best', 'way', 'to', 'get', 'a', 'sure', 'thing']",MarkTwain
"['on', 'a', 'fact', 'is', 'to', 'go', 'and\n', 'examine', 'for', 'yourself,', 'and', 'not', 'take', ""anybody's"", 'say-so.', 'But', 'I', 'had', 'to', 'give\n', 'in', 'now', 'that', 'the', 'widder']",MarkTwain
"['was', 'right.', 'That', 'is,', 'she', 'was', 'right', 'as', 'to', 'the', 'rest\n', 'of', 'the', 'world,', 'but', 'she', ""warn't"", 'right', 'about', 'the', 'part', 'our', 'village', 'is', 'in;\n']",MarkTwain
"['that', 'part', 'is', 'the', 'shape', 'of', 'a', 'plate,', 'and', 'flat,', 'I', 'take', 'my', 'oath!\n', '\n', 'The', 'professor', 'had', 'been', 'quiet', 'all', 'this', 'time,', 'as', 'if']",MarkTwain
"['he', 'was', 'asleep;', 'but', 'he\n', 'broke', 'loose', 'now,', 'and', 'he', 'was', 'mighty', 'bitter.', 'He', 'says', 'something', 'like', 'this:\n', '\n', 'ï¿½Idiots!', 'They', 'said', 'it', ""wouldn't"", 'go;']",MarkTwain
"['and', 'they', 'wanted', 'to', 'examine', 'it,', 'and\n', 'spy', 'around', 'and', 'get', 'the', 'secret', 'of', 'it', 'out', 'of', 'me.', 'But', 'I', 'beat', 'them.', 'Nobody\n', 'knows', 'the']",MarkTwain
"['secret', 'but', 'me.', 'Nobody', 'knows', 'what', 'makes', 'it', 'move', 'but', 'me;', 'and\n', ""it's"", 'a', 'new', 'power--a', 'new', 'power,', 'and', 'a', 'thousand', 'times', 'the', 'strongest', 'in']",MarkTwain
"['the\n', 'earth!', ""Steam's"", 'foolishness', 'to', 'it!', 'They', 'said', 'I', ""couldn't"", 'go', 'to', 'Europe.', 'To\n', 'Europe!', 'Why,', ""there's"", 'power', 'aboard', 'to', 'last', 'five', 'years,', 'and', 'feed']",MarkTwain
"['for', 'three\n', 'months.', 'They', 'are', 'fools!', 'What', 'do', 'they', 'know', 'about', 'it?', 'Yes,', 'and', 'they', 'said\n', 'my', 'air-ship', 'was', 'flimsy.', 'Why,', ""she's"", 'good', 'for', 'fifty']",MarkTwain
"['years!', 'I', 'can', 'sail', 'the\n', 'skies', 'all', 'my', 'life', 'if', 'I', 'want', 'to,', 'and', 'steer', 'where', 'I', 'please,', 'though', 'they\n', 'laughed', 'at', 'that,', 'and', 'said']",MarkTwain
"['I', ""couldn't."", ""Couldn't"", 'steer!', 'Come', 'here,', 'boy;\n', ""we'll"", 'see.', 'You', 'press', 'these', 'buttons', 'as', 'I', 'tell', 'you.ï¿½\n', '\n', 'He', 'made', 'Tom', 'steer', 'the', 'ship', 'all']",MarkTwain
