sequences,author
"['\n', 'CHAPTER', 'VI\n', '\n', 'OLIVER,', 'BEING', 'GOADED', 'BY', 'THE', 'TAUNTS', 'OF', 'NOAH,', 'ROUSES', 'INTO', 'ACTION,', 'AND\n', 'RATHER', 'ASTONISHES', 'HIM\n', '\n', 'The', ""month's"", 'trial', 'over,', 'Oliver']",CharlesDickens
"['was', 'formally', 'apprenticed.', '', 'It', 'was', 'a', 'nice\n', 'sickly', 'season', 'just', 'at', 'this', 'time.', '', 'In', 'commercial', 'phrase,', 'coffins', 'were\n', 'looking', 'up;', 'and,', 'in', 'the']",CharlesDickens
"['course', 'of', 'a', 'few', 'weeks,', 'Oliver', 'acquired', 'a', 'great\n', 'deal', 'of', 'experience.', '', 'The', 'success', 'of', 'Mr.', ""Sowerberry's"", 'ingenious\n', 'speculation,', 'exceeded', 'even', 'his', 'most', 'sanguine']",CharlesDickens
"['hopes.', '', 'The', 'oldest\n', 'inhabitants', 'recollected', 'no', 'period', 'at', 'which', 'measles', 'had', 'been', 'so\n', 'prevalent,', 'or', 'so', 'fatal', 'to', 'infant', 'existence;', 'and', 'many', 'were', 'the']",CharlesDickens
"['mournful\n', 'processions', 'which', 'little', 'Oliver', 'headed,', 'in', 'a', 'hat-band', 'reaching', 'down', 'to\n', 'his', 'knees,', 'to', 'the', 'indescribable', 'admiration', 'and', 'emotion', 'of', 'all', 'the\n', 'mothers', 'in']",CharlesDickens
"['the', 'town.', '', 'As', 'Oliver', 'accompanied', 'his', 'master', 'in', 'most', 'of', 'his\n', 'adult', 'expeditions', 'too,', 'in', 'order', 'that', 'he', 'might', 'acquire', 'that', 'equanimity\n', 'of', 'demeanour']",CharlesDickens
"['and', 'full', 'command', 'of', 'nerve', 'which', 'was', 'essential', 'to', 'a\n', 'finished', 'undertaker,', 'he', 'had', 'many', 'opportunities', 'of', 'observing', 'the\n', 'beautiful', 'resignation', 'and', 'fortitude', 'with', 'which']",CharlesDickens
"['some', 'strong-minded\n', 'people', 'bear', 'their', 'trials', 'and', 'losses.\n', '\n', 'For', 'instance;', 'when', 'Sowerberry', 'had', 'an', 'order', 'for', 'the', 'burial', 'of', 'some', 'rich\n', 'old', 'lady', 'or']",CharlesDickens
"['gentleman,', 'who', 'was', 'surrounded', 'by', 'a', 'great', 'number', 'of', 'nephews\n', 'and', 'nieces,', 'who', 'had', 'been', 'perfectly', 'inconsolable', 'during', 'the', 'previous\n', 'illness,', 'and', 'whose', 'grief', 'had']",CharlesDickens
"['been', 'wholly', 'irrepressible', 'even', 'on', 'the', 'most\n', 'public', 'occasions,', 'they', 'would', 'be', 'as', 'happy', 'among', 'themselves', 'as', 'need\n', 'be--quite', 'cheerful', 'and', 'contented--conversing', 'together', 'with', 'as']",CharlesDickens
"['much\n', 'freedom', 'and', 'gaiety,', 'as', 'if', 'nothing', 'whatever', 'had', 'happened', 'to', 'disturb\n', 'them.', '', 'Husbands,', 'too,', 'bore', 'the', 'loss', 'of', 'their', 'wives', 'with', 'the', 'most']",CharlesDickens
"['heroic\n', 'calmness.', 'Wives,', 'again,', 'put', 'on', 'weeds', 'for', 'their', 'husbands,', 'as', 'if,', 'so', 'far\n', 'from', 'grieving', 'in', 'the', 'garb', 'of', 'sorrow,', 'they', 'had', 'made', 'up']",CharlesDickens
"['their', 'minds', 'to\n', 'render', 'it', 'as', 'becoming', 'and', 'attractive', 'as', 'possible.', '', 'It', 'was', 'observable,\n', 'too,', 'that', 'ladies', 'and', 'gentlemen', 'who', 'were', 'in', 'passions', 'of']",CharlesDickens
"['anguish', 'during\n', 'the', 'ceremony', 'of', 'interment,', 'recovered', 'almost', 'as', 'soon', 'as', 'they', 'reached\n', 'home,', 'and', 'became', 'quite', 'composed', 'before', 'the', 'tea-drinking', 'was', 'over.', '', 'All\n']",CharlesDickens
"['this', 'was', 'very', 'pleasant', 'and', 'improving', 'to', 'see;', 'and', 'Oliver', 'beheld', 'it', 'with\n', 'great', 'admiration.\n', '\n', 'That', 'Oliver', 'Twist', 'was', 'moved', 'to', 'resignation', 'by', 'the']",CharlesDickens
"['example', 'of', 'these', 'good\n', 'people,', 'I', 'cannot,', 'although', 'I', 'am', 'his', 'biographer,', 'undertake', 'to', 'affirm\n', 'with', 'any', 'degree', 'of', 'confidence;', 'but', 'I', 'can', 'most', 'distinctly']",CharlesDickens
"['say,', 'that', 'for\n', 'many', 'months', 'he', 'continued', 'meekly', 'to', 'submit', 'to', 'the', 'domination', 'and\n', 'ill-treatment', 'of', 'Noah', 'Claypole:', 'who', 'used', 'him', 'far', 'worse', 'than', 'before,']",CharlesDickens
"['now\n', 'that', 'his', 'jealousy', 'was', 'roused', 'by', 'seeing', 'the', 'new', 'boy', 'promoted', 'to', 'the\n', 'black', 'stick', 'and', 'hatband,', 'while', 'he,', 'the', 'old', 'one,', 'remained', 'stationary']",CharlesDickens
"['in\n', 'the', 'muffin-cap', 'and', 'leathers.', '', 'Charlotte', 'treated', 'him', 'ill,', 'because', 'Noah\n', 'did;', 'and', 'Mrs.', 'Sowerberry', 'was', 'his', 'decided', 'enemy,', 'because', 'Mr.', 'Sowerberry\n', 'was', 'disposed']",CharlesDickens
"['to', 'be', 'his', 'friend;', 'so,', 'between', 'these', 'three', 'on', 'one', 'side,', 'and\n', 'a', 'glut', 'of', 'funerals', 'on', 'the', 'other,', 'Oliver', 'was', 'not', 'altogether', 'as\n', 'comfortable']",CharlesDickens
"['as', 'the', 'hungry', 'pig', 'was,', 'when', 'he', 'was', 'shut', 'up,', 'by', 'mistake,', 'in\n', 'the', 'grain', 'department', 'of', 'a', 'brewery.\n', '\n', 'And', 'now,', 'I', 'come', 'to']",CharlesDickens
"['a', 'very', 'important', 'passage', 'in', ""Oliver's"", 'history;', 'for', 'I\n', 'have', 'to', 'record', 'an', 'act,', 'slight', 'and', 'unimportant', 'perhaps', 'in', 'appearance,\n', 'but', 'which', 'indirectly', 'produced', 'a']",CharlesDickens
"['material', 'change', 'in', 'all', 'his', 'future\n', 'prospects', 'and', 'proceedings.\n', '\n', 'One', 'day,', 'Oliver', 'and', 'Noah', 'had', 'descended', 'into', 'the', 'kitchen', 'at', 'the', 'usual\n', 'dinner-hour,', 'to']",CharlesDickens
"['banquet', 'upon', 'a', 'small', 'joint', 'of', 'mutton--a', 'pound', 'and', 'a\n', 'half', 'of', 'the', 'worst', 'end', 'of', 'the', 'neck--when', 'Charlotte', 'being', 'called', 'out', 'of\n', 'the', 'way,']",CharlesDickens
"['there', 'ensued', 'a', 'brief', 'interval', 'of', 'time,', 'which', 'Noah', 'Claypole,\n', 'being', 'hungry', 'and', 'vicious,', 'considered', 'he', 'could', 'not', 'possibly', 'devote', 'to', 'a\n', 'worthier', 'purpose', 'than']",CharlesDickens
"['aggravating', 'and', 'tantalising', 'young', 'Oliver', 'Twist.\n', '\n', 'Intent', 'upon', 'this', 'innocent', 'amusement,', 'Noah', 'put', 'his', 'feet', 'on', 'the\n', 'table-cloth;', 'and', 'pulled', ""Oliver's"", 'hair;', 'and', 'twitched']",CharlesDickens
"['his', 'ears;', 'and\n', 'expressed', 'his', 'opinion', 'that', 'he', 'was', 'a', ""'sneak';"", 'and', 'furthermore', 'announced\n', 'his', 'intention', 'of', 'coming', 'to', 'see', 'him', 'hanged,', 'whenever', 'that', 'desirable\n']",CharlesDickens
"['event', 'should', 'take', 'place;', 'and', 'entered', 'upon', 'various', 'topics', 'of', 'petty\n', 'annoyance,', 'like', 'a', 'malicious', 'and', 'ill-conditioned', 'charity-boy', 'as', 'he', 'was.\n', 'But,', 'making', 'Oliver', 'cry,']",CharlesDickens
"['Noah', 'attempted', 'to', 'be', 'more', 'facetious', 'still;', 'and\n', 'in', 'his', 'attempt,', 'did', 'what', 'many', 'sometimes', 'do', 'to', 'this', 'day,', 'when', 'they', 'want\n', 'to', 'be', 'funny.']",CharlesDickens
"['', 'He', 'got', 'rather', 'personal.\n', '\n', ""'Work'us,'"", 'said', 'Noah,', ""'how's"", 'your', ""mother?'\n"", '\n', ""'She's"", ""dead,'"", 'replied', 'Oliver;', ""'don't"", 'you', 'say', 'anything', 'about', 'her', 'to', ""me!'\n""]",CharlesDickens
"['\n', ""Oliver's"", 'colour', 'rose', 'as', 'he', 'said', 'this;', 'he', 'breathed', 'quickly;', 'and', 'there\n', 'was', 'a', 'curious', 'working', 'of', 'the', 'mouth', 'and', 'nostrils,', 'which', 'Mr.', 'Claypole\n']",CharlesDickens
"['thought', 'must', 'be', 'the', 'immediate', 'precursor', 'of', 'a', 'violent', 'fit', 'of', 'crying.\n', 'Under', 'this', 'impression', 'he', 'returned', 'to', 'the', 'charge.\n', '\n', ""'What"", 'did', 'she', 'die']",CharlesDickens
"['of,', ""Work'us?'"", 'said', 'Noah.\n', '\n', ""'Of"", 'a', 'broken', 'heart,', 'some', 'of', 'our', 'old', 'nurses', 'told', ""me,'"", 'replied', 'Oliver:\n', 'more', 'as', 'if', 'he', 'were', 'talking', 'to']",CharlesDickens
"['himself,', 'than', 'answering', 'Noah.', ""'I"", 'think', 'I\n', 'know', 'what', 'it', 'must', 'be', 'to', 'die', 'of', ""that!'\n"", '\n', ""'Tol"", 'de', 'rol', 'lol', 'lol,', 'right', 'fol', 'lairy,']",CharlesDickens
"[""Work'us,'"", 'said', 'Noah,', 'as', 'a', 'tear\n', 'rolled', 'down', ""Oliver's"", 'cheek.', '', ""'What's"", 'set', 'you', 'a', 'snivelling', ""now?'\n"", '\n', ""'Not"", ""_you_,'"", 'replied', 'Oliver,', 'sharply.', ""'There;"", ""that's""]",CharlesDickens
"['enough.', ""Don't"", 'say\n', 'anything', 'more', 'to', 'me', 'about', 'her;', ""you'd"", 'better', ""not!'\n"", '\n', ""'Better"", ""not!'"", 'exclaimed', 'Noah.', ""'Well!"", '', 'Better', 'not!', '', ""Work'us,"", ""don't"", 'be\n']",CharlesDickens
"['impudent.', '', '_Your_', 'mother,', 'too!', '', 'She', 'was', 'a', 'nice', ""'un"", 'she', 'was.', '', 'Oh,', ""Lor!'\n"", 'And', 'here,', 'Noah', 'nodded', 'his', 'head', 'expressively;', 'and', 'curled']",CharlesDickens
"['up', 'as', 'much', 'of\n', 'his', 'small', 'red', 'nose', 'as', 'muscular', 'action', 'could', 'collect', 'together,', 'for', 'the\n', 'occasion.\n', '\n', ""'Yer"", 'know,', ""Work'us,'"", 'continued', 'Noah,', 'emboldened', 'by']",CharlesDickens
"[""Oliver's"", 'silence,\n', 'and', 'speaking', 'in', 'a', 'jeering', 'tone', 'of', 'affected', 'pity:', 'of', 'all', 'tones', 'the', 'most\n', 'annoying:', ""'Yer"", 'know,', ""Work'us,"", 'it', ""can't"", 'be', 'helped', 'now;']",CharlesDickens
"['and', 'of', 'course', 'yer\n', ""couldn't"", 'help', 'it', 'then;', 'and', 'I', 'am', 'very', 'sorry', 'for', 'it;', 'and', ""I'm"", 'sure', 'we', 'all\n', 'are,', 'and', 'pity', 'yer', 'very']",CharlesDickens
"['much.', '', 'But', 'yer', 'must', 'know,', ""Work'us,"", 'yer', 'mother\n', 'was', 'a', 'regular', 'right-down', 'bad', ""'un.'\n"", '\n', ""'What"", 'did', 'you', ""say?'"", 'inquired', 'Oliver,', 'looking', 'up', 'very']",CharlesDickens
"['quickly.\n', '\n', ""'A"", 'regular', 'right-down', 'bad', ""'un,"", ""Work'us,'"", 'replied', 'Noah,', 'coolly.', ""'And\n"", ""it's"", 'a', 'great', 'deal', 'better,', ""Work'us,"", 'that', 'she', 'died', 'when', 'she', 'did,', 'or']",CharlesDickens
"['else\n', ""she'd"", 'have', 'been', 'hard', 'labouring', 'in', 'Bridewell,', 'or', 'transported,', 'or', 'hung;\n', 'which', 'is', 'more', 'likely', 'than', 'either,', ""isn't"", ""it?'\n"", '\n', 'Crimson', 'with', 'fury,', 'Oliver']",CharlesDickens
"['started', 'up;', 'overthrew', 'the', 'chair', 'and', 'table;\n', 'seized', 'Noah', 'by', 'the', 'throat;', 'shook', 'him,', 'in', 'the', 'violence', 'of', 'his', 'rage,', 'till\n', 'his', 'teeth', 'chattered', 'in']",CharlesDickens
"['his', 'head;', 'and', 'collecting', 'his', 'whole', 'force', 'into\n', 'one', 'heavy', 'blow,', 'felled', 'him', 'to', 'the', 'ground.\n', '\n', 'A', 'minute', 'ago,', 'the', 'boy', 'had', 'looked', 'the']",CharlesDickens
"['quiet', 'child,', 'mild,', 'dejected\n', 'creature', 'that', 'harsh', 'treatment', 'had', 'made', 'him.', '', 'But', 'his', 'spirit', 'was', 'roused\n', 'at', 'last;', 'the', 'cruel', 'insult', 'to', 'his', 'dead']",CharlesDickens
"['mother', 'had', 'set', 'his', 'blood', 'on', 'fire.\n', 'His', 'breast', 'heaved;', 'his', 'attitude', 'was', 'erect;', 'his', 'eye', 'bright', 'and', 'vivid;\n', 'his', 'whole', 'person', 'changed,', 'as', 'he']",CharlesDickens
"['stood', 'glaring', 'over', 'the', 'cowardly\n', 'tormentor', 'who', 'now', 'lay', 'crouching', 'at', 'his', 'feet;', 'and', 'defied', 'him', 'with', 'an\n', 'energy', 'he', 'had', 'never', 'known', 'before.\n', '\n']",CharlesDickens
"[""'He'll"", 'murder', ""me!'"", 'blubbered', 'Noah.', '', ""'Charlotte!"", '', 'missis!', '', ""Here's"", 'the\n', 'new', 'boy', 'a', 'murdering', 'of', 'me!', '', 'Help!', 'help!', '', ""Oliver's"", 'gone', 'mad!\n']",CharlesDickens
"[""Char--lotte!'\n"", '\n', ""Noah's"", 'shouts', 'were', 'responded', 'to,', 'by', 'a', 'loud', 'scream', 'from', 'Charlotte,', 'and', 'a\n', 'louder', 'from', 'Mrs.', 'Sowerberry;', 'the', 'former', 'of', 'whom', 'rushed', 'into']",CharlesDickens
"['the', 'kitchen\n', 'by', 'a', 'side-door,', 'while', 'the', 'latter', 'paused', 'on', 'the', 'staircase', 'till', 'she', 'was\n', 'quite', 'certain', 'that', 'it', 'was', 'consistent', 'with', 'the', 'preservation', 'of']",CharlesDickens
"['human\n', 'life,', 'to', 'come', 'further', 'down.\n', '\n', ""'Oh,"", 'you', 'little', ""wretch!'"", 'screamed', 'Charlotte:', 'seizing', 'Oliver', 'with', 'her\n', 'utmost', 'force,', 'which', 'was', 'about', 'equal', 'to', 'that']",CharlesDickens
"['of', 'a', 'moderately', 'strong', 'man\n', 'in', 'particularly', 'good', 'training.', '', ""'Oh,"", 'you', 'little', 'un-grate-ful,\n', 'mur-de-rous,', 'hor-rid', ""villain!'"", '', 'And', 'between', 'every', 'syllable,', 'Charlotte\n', 'gave', 'Oliver']",CharlesDickens
"['a', 'blow', 'with', 'all', 'her', 'might:', 'accompanying', 'it', 'with', 'a', 'scream,\n', 'for', 'the', 'benefit', 'of', 'society.\n', '\n', ""Charlotte's"", 'fist', 'was', 'by', 'no', 'means', 'a', 'light']",CharlesDickens
"['one;', 'but,', 'lest', 'it', 'should', 'not\n', 'be', 'effectual', 'in', 'calming', ""Oliver's"", 'wrath,', 'Mrs.', 'Sowerberry', 'plunged', 'into\n', 'the', 'kitchen,', 'and', 'assisted', 'to', 'hold', 'him', 'with', 'one']",CharlesDickens
"['hand,', 'while', 'she\n', 'scratched', 'his', 'face', 'with', 'the', 'other.', 'In', 'this', 'favourable', 'position', 'of\n', 'affairs,', 'Noah', 'rose', 'from', 'the', 'ground,', 'and', 'pommelled', 'him', 'behind.\n', '\n']",CharlesDickens
"['This', 'was', 'rather', 'too', 'violent', 'exercise', 'to', 'last', 'long.', '', 'When', 'they', 'were', 'all\n', 'wearied', 'out,', 'and', 'could', 'tear', 'and', 'beat', 'no', 'longer,', 'they', 'dragged']",CharlesDickens
"['Oliver,\n', 'struggling', 'and', 'shouting,', 'but', 'nothing', 'daunted,', 'into', 'the', 'dust-cellar,', 'and\n', 'there', 'locked', 'him', 'up.', '', 'This', 'being', 'done,', 'Mrs.', 'Sowerberry', 'sunk', 'into', 'a\n', 'chair,']",CharlesDickens
"['and', 'burst', 'into', 'tears.\n', '\n', ""'Bless"", 'her,', ""she's"", 'going', ""off!'"", 'said', 'Charlotte.', '', ""'A"", 'glass', 'of', 'water,', 'Noah,\n', 'dear.', '', 'Make', ""haste!'\n"", '\n', ""'Oh!"", '']",CharlesDickens
"[""Charlotte,'"", 'said', 'Mrs.', 'Sowerberry:', '', 'speaking', 'as', 'well', 'as', 'she', 'could,\n', 'through', 'a', 'deficiency', 'of', 'breath,', 'and', 'a', 'sufficiency', 'of', 'cold', 'water,', 'which\n', 'Noah', 'had']",CharlesDickens
"['poured', 'over', 'her', 'head', 'and', 'shoulders.', '', ""'Oh!"", 'Charlotte,', 'what', 'a\n', 'mercy', 'we', 'have', 'not', 'all', 'been', 'murdered', 'in', 'our', ""beds!'\n"", '\n', ""'Ah!"", 'mercy', 'indeed,']",CharlesDickens
"[""ma'am,'"", 'was', 'the', 'reply.', '', 'I', 'only', 'hope', ""this'll"", 'teach\n', 'master', 'not', 'to', 'have', 'any', 'more', 'of', 'these', 'dreadful', 'creatures,', 'that', 'are', 'born\n', 'to', 'be']",CharlesDickens
"['murderers', 'and', 'robbers', 'from', 'their', 'very', 'cradle.', 'Poor', 'Noah!', '', 'He', 'was\n', 'all', 'but', 'killed,', ""ma'am,"", 'when', 'I', 'come', ""in.'\n"", '\n', ""'Poor"", ""fellow!'"", 'said', 'Mrs.']",CharlesDickens
"['Sowerberry:', 'looking', 'piteously', 'on', 'the\n', 'charity-boy.\n', '\n', 'Noah,', 'whose', 'top', 'waistcoat-button', 'might', 'have', 'been', 'somewhere', 'on', 'a', 'level\n', 'with', 'the', 'crown', 'of', ""Oliver's"", 'head,', 'rubbed']",CharlesDickens
"['his', 'eyes', 'with', 'the', 'inside', 'of', 'his\n', 'wrists', 'while', 'this', 'commiseration', 'was', 'bestowed', 'upon', 'him,', 'and', 'performed\n', 'some', 'affecting', 'tears', 'and', 'sniffs.\n', '\n', ""'What's"", 'to']",CharlesDickens
"['be', ""done!'"", 'exclaimed', 'Mrs.', 'Sowerberry.', '', ""'Your"", ""master's"", 'not', 'at\n', 'home;', ""there's"", 'not', 'a', 'man', 'in', 'the', 'house,', 'and', ""he'll"", 'kick', 'that', 'door', 'down', 'in\n']",CharlesDickens
"['ten', ""minutes.'"", '', ""Oliver's"", 'vigorous', 'plunges', 'against', 'the', 'bit', 'of', 'timber', 'in\n', 'question,', 'rendered', 'this', 'occurance', 'highly', 'probable.\n', '\n', ""'Dear,"", 'dear!', '', 'I', ""don't"", 'know,']",CharlesDickens
"[""ma'am,'"", 'said', 'Charlotte,', ""'unless"", 'we', 'send', 'for\n', 'the', ""police-officers.'\n"", '\n', ""'Or"", 'the', ""millingtary,'"", 'suggested', 'Mr.', 'Claypole.\n', '\n', ""'No,"", ""no,'"", 'said', 'Mrs.', 'Sowerberry:', 'bethinking', 'herself', 'of']",CharlesDickens
"[""Oliver's"", 'old\n', 'friend.', '', ""'Run"", 'to', 'Mr.', 'Bumble,', 'Noah,', 'and', 'tell', 'him', 'to', 'come', 'here', 'directly,\n', 'and', 'not', 'to', 'lose', 'a', 'minute;', 'never', 'mind', 'your']",CharlesDickens
"['cap!', '', 'Make', 'haste!', '', 'You', 'can\n', 'hold', 'a', 'knife', 'to', 'that', 'black', 'eye,', 'as', 'you', 'run', 'along.', ""It'll"", 'keep', 'the\n', 'swelling', ""down.'\n"", '\n', 'Noah']",CharlesDickens
"['stopped', 'to', 'make', 'no', 'reply,', 'but', 'started', 'off', 'at', 'his', 'fullest', 'speed;\n', 'and', 'very', 'much', 'it', 'astonished', 'the', 'people', 'who', 'were', 'out', 'walking,', 'to', 'see']",CharlesDickens
"['a\n', 'charity-boy', 'tearing', 'through', 'the', 'streets', 'pell-mell,', 'with', 'no', 'cap', 'on', 'his\n', 'head,', 'and', 'a', 'clasp-knife', 'at', 'his', 'eye.\n', '\n', '\n', '\n', 'CHAPTER', 'VII\n', '\n']",CharlesDickens
"['OLIVER', 'CONTINUES', 'REFRACTORY\n', '\n', 'Noah', 'Claypole', 'ran', 'along', 'the', 'streets', 'at', 'his', 'swiftest', 'pace,', 'and', 'paused\n', 'not', 'once', 'for', 'breath,', 'until', 'he', 'reached', 'the', 'workhouse-gate.']",CharlesDickens
"['Having', 'rested\n', 'here,', 'for', 'a', 'minute', 'or', 'so,', 'to', 'collect', 'a', 'good', 'burst', 'of', 'sobs', 'and', 'an\n', 'imposing', 'show', 'of', 'tears', 'and', 'terror,', 'he', 'knocked']",CharlesDickens
"['loudly', 'at', 'the', 'wicket;', 'and\n', 'presented', 'such', 'a', 'rueful', 'face', 'to', 'the', 'aged', 'pauper', 'who', 'opened', 'it,', 'that\n', 'even', 'he,', 'who', 'saw', 'nothing', 'but', 'rueful']",CharlesDickens
"['faces', 'about', 'him', 'at', 'the', 'best', 'of\n', 'times,', 'started', 'back', 'in', 'astonishment.\n', '\n', ""'Why,"", ""what's"", 'the', 'matter', 'with', 'the', ""boy!'"", 'said', 'the', 'old', 'pauper.\n', '\n']",CharlesDickens
"[""'Mr."", 'Bumble!', '', 'Mr.', ""Bumble!'"", 'cried', 'Noah,', 'with', 'well-affected', 'dismay:', 'and\n', 'in', 'tones', 'so', 'loud', 'and', 'agitated,', 'that', 'they', 'not', 'only', 'caught', 'the', 'ear', 'of']",CharlesDickens
"['Mr.\n', 'Bumble', 'himself,', 'who', 'happened', 'to', 'be', 'hard', 'by,', 'but', 'alarmed', 'him', 'so', 'much\n', 'that', 'he', 'rushed', 'into', 'the', 'yard', 'without', 'his', 'cocked', 'hat,--which', 'is']",CharlesDickens
"['a', 'very\n', 'curious', 'and', 'remarkable', 'circumstance:', 'as', 'showing', 'that', 'even', 'a', 'beadle,\n', 'acted', 'upon', 'a', 'sudden', 'and', 'powerful', 'impulse,', 'may', 'be', 'afflicted', 'with', 'a\n', 'momentary']",CharlesDickens
"['visitation', 'of', 'loss', 'of', 'self-possession,', 'and', 'forgetfulness', 'of\n', 'personal', 'dignity.\n', '\n', ""'Oh,"", 'Mr.', 'Bumble,', ""sir!'"", 'said', 'Noah:', '', ""'Oliver,"", 'sir,--Oliver', ""has--'\n"", '\n', ""'What?"", '', ""What?'""]",CharlesDickens
"['interposed', 'Mr.', 'Bumble:', 'with', 'a', 'gleam', 'of', 'pleasure', 'in', 'his\n', 'metallic', 'eyes.', ""'Not"", 'run', 'away;', 'he', ""hasn't"", 'run', 'away,', 'has', 'he,', ""Noah?'\n"", '\n', ""'No,"", 'sir,']",CharlesDickens
"['no.', '', 'Not', 'run', 'away,', 'sir,', 'but', ""he's"", 'turned', ""wicious,'"", 'replied\n', 'Noah.', ""'He"", 'tried', 'to', 'murder', 'me,', 'sir;', 'and', 'then', 'he', 'tried', 'to', 'murder\n', 'Charlotte;']",CharlesDickens
"['and', 'then', 'missis.', '', 'Oh!', 'what', 'dreadful', 'pain', 'it', 'is!\n', '\n', 'Such', 'agony,', 'please,', ""sir!'"", '', 'And', 'here,', 'Noah', 'writhed', 'and', 'twisted', 'his', 'body\n', 'into']",CharlesDickens
"['an', 'extensive', 'variety', 'of', 'eel-like', 'positions;', 'thereby', 'giving', 'Mr.\n', 'Bumble', 'to', 'understand', 'that,', 'from', 'the', 'violent', 'and', 'sanguinary', 'onset', 'of\n', 'Oliver', 'Twist,', 'he', 'had', 'sustained']",CharlesDickens
"['severe', 'internal', 'injury', 'and', 'damage,', 'from\n', 'which', 'he', 'was', 'at', 'that', 'moment', 'suffering', 'the', 'acutest', 'torture.\n', '\n', 'When', 'Noah', 'saw', 'that', 'the', 'intelligence', 'he', 'communicated']",CharlesDickens
"['perfectly', 'paralysed\n', 'Mr.', 'Bumble,', 'he', 'imparted', 'additional', 'effect', 'thereunto,', 'by', 'bewailing', 'his\n', 'dreadful', 'wounds', 'ten', 'times', 'louder', 'than', 'before;', 'and', 'when', 'he', 'observed', 'a\n', 'gentleman']",CharlesDickens
